,Country,2019,2020,2021,2022,2023,2024
167,Netherlands,12000.671742051052,13085.717542459819,14395.69536423841,13632.443393606907,16624.82011745844,23179.21126017078
168,Norway,7542.1357898328215,7225.183140460771,8435.12161061329,8697.821939022533,8797.762486630761,10435.320375709105
169,Portugal,3299.3730407523512,3267.981306280634,3882.4503311258277,3566.560367531364,4236.15282561441,4641.61858464707
170,Spain,17189.319301388266,17431.779322922604,19544.465468306527,20306.570632830448,23821.20215556545,24615.39792874126
171,Sweden,5839.555790586991,6271.28583840139,7582.555970149253,7722.479440752991,8754.872951012165,12040.289402752165
172,Switzerland,5021.931589537224,5731.416400425986,5485.229759299781,5652.315105803478,6289.176348464885,6722.303543869969
173,United Kingdom,56567.602040816324,58332.3717948718,65148.595797799186,64069.879004169685,75303.38748001806,81763.17306967443
174,European Union,xxx,xxx,xxx,900.3172145699933,1273.7628618718156,1187.7178293969898
175,Middle East,,,,,,
176,Bahrain,1557.712765957447,1404.7872340425533,1437.5,1598.06914893617,1622.3936170212764,1383.973404255319
177,Egypt,3743.6714515456547,4505.374644325008,5165.445626552845,4645.9220475088,3167.1501259135607,2396.2111638226684
178,Iran,4921.057693827596,3349.7020080458146,5699.580109499255,7459.331830845907,7390.861136377818,7891.903306818182
179,Iraq,7598.829335745368,5649.373636979964,4771.002728739036,4691.837701163389,5518.874505283099,6178.546529675486
180,Israel,20339.22558922559,21816.56976744186,24340.979541227527,23406.07457304864,27498.52785685238,46505.2983693376
181,Jordan,2032.1126760563382,2055.9154929577467,2176.760563380282,2334.5732394366196,2450.2391030452545,2560.2816901408455
182,Kuwait,7373.519736842106,6941.042345276873,9024.335548172758,8244.121401265984,7755.031935627666,7792.925565710376
183,Lebanon,2326.058336524859,431.9910514541387,171.58739595719382,218.74773199617326,286.21731780181096,635.4715719063546
184,Oman,6551.040312093628,6095.708712613784,5783.615084525357,5783.485045513654,5851.7555266579975,5988.296488946684
185,Qatar,...,...,11593.406593406593,15412.08791208791,...,...
186,Saudi Arabia,65362.666666666664,64558.4,63194.666666666664,70920,77765.33333333333,80330.66666666667
187,Syria,...,...,...,...,...,...
188,Türkiye,20436.917121238785,15782.990905830842,15254.829834666363,15036.835693606365,19577.831923543665,24978.735534603824
189,United Arab Emirates,...,...,...,...,...,...
190,"Yemen, North",xxx,xxx,xxx,xxx,xxx,xxx
191,Yemen,...,...,...,...,...,...
